Date,Close,change
"May 02, 2018",0.439227,-0.000506
"May 01, 2018",0.439733,0.015074
"Apr 30, 2018",0.424659,-0.033746
"Apr 29, 2018",0.458405,0.029487
"Apr 28, 2018",0.428918,0.037833
"Apr 27, 2018",0.391085,0.003529
"Apr 26, 2018",0.387556,0.048039
"Apr 25, 2018",0.339517,-0.061153
"Apr 24, 2018",0.40067,0.028542
"Apr 23, 2018",0.372128,0.003989
"Apr 22, 2018",0.368139,-0.007524
"Apr 21, 2018",0.375663,-0.015502
"Apr 20, 2018",0.391165,0.025045
"Apr 19, 2018",0.36612,0.014576
"Apr 18, 2018",0.351544,0.051342
"Apr 17, 2018",0.300202,0.016046
"Apr 16, 2018",0.284156,-0.006566
"Apr 15, 2018",0.290722,0.040054
"Apr 14, 2018",0.250668,0.004378
"Apr 13, 2018",0.24629,0.004170
"Apr 12, 2018",0.24212,0.029783
"Apr 11, 2018",0.212337,0.012993
"Apr 10, 2018",0.199344,0.002011
"Apr 09, 2018",0.197333,-0.009044
"Apr 08, 2018",0.206377,0.004518
"Apr 07, 2018",0.201859,0.008542
"Apr 06, 2018",0.193317,-0.004623
"Apr 05, 2018",0.19794,-0.006168
"Apr 04, 2018",0.204108,-0.031583
"Apr 03, 2018",0.235691,0.010813
"Apr 02, 2018",0.224878,0.018296
"Apr 01, 2018",0.206582,-0.000196
"Mar 31, 2018",0.206778,0.018045
"Mar 30, 2018",0.188733,-0.002086
"Mar 29, 2018",0.190819,-0.028432
"Mar 28, 2018",0.219251,0.003218
"Mar 27, 2018",0.216033,-0.012828
"Mar 26, 2018",0.228861,-0.011091
"Mar 25, 2018",0.239952,0.004530
"Mar 24, 2018",0.235422,-0.000725
"Mar 23, 2018",0.236147,-0.007065
"Mar 22, 2018",0.243212,-0.011424
"Mar 21, 2018",0.254636,-0.013332
"Mar 20, 2018",0.267968,0.017742
"Mar 19, 2018",0.250226,0.029753
"Mar 18, 2018",0.220473,0.013742
"Mar 17, 2018",0.206731,-0.023260
"Mar 16, 2018",0.229991,-0.010664
"Mar 15, 2018",0.240655,-0.008034
"Mar 14, 2018",0.248689,-0.041504
"Mar 13, 2018",0.290193,-0.001572
"Mar 12, 2018",0.291765,-0.012452
"Mar 11, 2018",0.304217,0.011556
"Mar 10, 2018",0.292661,-0.019198
"Mar 09, 2018",0.311859,-0.000079
"Mar 08, 2018",0.311938,-0.017165
"Mar 07, 2018",0.329103,-0.008808
"Mar 06, 2018",0.337911,-0.014120
"Mar 05, 2018",0.352031,-0.009899
"Mar 04, 2018",0.36193,0.011762
"Mar 03, 2018",0.350168,0.030061
"Mar 02, 2018",0.320107,-0.019207
"Mar 01, 2018",0.339314,0.005398
"Feb 28, 2018",0.333916,-0.028135
"Feb 27, 2018",0.362051,-0.002528
"Feb 26, 2018",0.364579,0.007277
"Feb 25, 2018",0.357302,0.002139
"Feb 24, 2018",0.355163,-0.026822
"Feb 23, 2018",0.381985,0.015538
"Feb 22, 2018",0.366447,-0.030318
"Feb 21, 2018",0.396765,-0.005524
"Feb 20, 2018",0.402289,-0.050643
"Feb 19, 2018",0.452932,0.002533
"Feb 18, 2018",0.450399,-0.028676
"Feb 17, 2018",0.479075,0.023629
"Feb 16, 2018",0.455446,0.001890
"Feb 15, 2018",0.453556,-0.000332
"Feb 14, 2018",0.453888,0.043274
"Feb 13, 2018",0.410614,0.014965
"Feb 12, 2018",0.395649,0.025644
"Feb 11, 2018",0.370005,-0.036851
"Feb 10, 2018",0.406856,0.005788
"Feb 09, 2018",0.401068,0.037503
"Feb 08, 2018",0.363565,0.021440
"Feb 07, 2018",0.342125,-0.028686
"Feb 06, 2018",0.370811,0.039619
"Feb 05, 2018",0.331192,-0.046039
"Feb 04, 2018",0.377231,-0.052825
"Feb 03, 2018",0.430056,0.000000
